credit_pull_event_id,applicant_id,product_code,event_date,dti_ratio,credit_score,credit_score_tier_change,pull_status,bureau_name,failure_code,provider_request_id,risk_status
EV-42604,AP-10940,REV-02,1/10/2026 14:50,16.79,697,No_Change,SUCCESS,EXPERIAN,,WLH-71484,Moderate Risk
EV-79789,AP-10941,MNT-01,5/26/2026 19:16,19.89,596,Downgraded,SUCCESS,EQUIFAX,,ZDA-01794,High Risk
EV-93661,AP-10942,REV-02,5/1/2026 5:22,20.07,803,No_Change,PENDING,TRANSUNION,INVALID_REQUEST,PNK-45631,Low Risk
EV-47041,AP-10943,REV-02,8/18/2026 16:26,2.97,359,No_Change,FAILED,TRANSUNION,PROVIDER ERROR,TZT-46314,Very High Risk
EV-10959,AP-10944,MNT-01,5/1/2026 9:54,23.13,522,Downgraded,SUCCESS,EQUIFAX,,MXW-01463,Very High Risk
EV-61308,AP-10945,REV-02,6/6/2026 9:59,26.99,570,No_Change,FAILED,EQUIFAX,PROVIDER ERROR,PMS-52653,Very High Risk
EV-92582,AP-10946,REV-02,7/4/2026 10:48,5.51,345,Not_Applicable,PENDING,TRANSUNION,INVALID_REQUEST,JGL-84283,Very High Risk
EV-79644,AP-10947,REV-02,10/3/2025 14:50,44.4,696,Downgraded,FAILED,EQUIFAX,INVALID_REQUEST,COU-86417,Moderate Risk
EV-14099,AP-10948,MNT-01,5/31/2025 16:37,30.43,515,Upgraded,FAILED,EXPERIAN,PROVIDER ERROR,CZQ-74198,Very High Risk
EV-81072,AP-10949,MNT-01,4/25/2026 15:42,35.15,532,Not_Applicable,PENDING,EQUIFAX,TIMEOUT,RFT-51720,Very High Risk
EV-07608,AP-10950,REV-02,8/15/2025 19:40,12.88,364,No_Change,PENDING,EXPERIAN,,KWS-33900,Very High Risk
EV-42205,AP-10951,MNT-01,2/13/2026 5:38,42.55,406,Downgraded,PENDING,EQUIFAX,INVALID_REQUEST,NHK-93499,Very High Risk
EV-38963,AP-10952,REV-02,6/10/2025 9:44,17.79,599,No_Change,PENDING,EQUIFAX,TIMEOUT,ATQ-91530,High Risk
EV-28662,AP-10953,MNT-01,4/3/2025 9:10,45.14,585,Not_Applicable,FAILED,EQUIFAX,TIMEOUT,ODM-08400,High Risk
EV-45492,AP-10954,MNT-01,4/6/2025 6:20,17.18,366,No_Change,FAILED,TRANSUNION,,AHI-42919,Very High Risk
EV-15623,AP-10955,REV-02,3/10/2026 7:07,17.17,577,No_Change,FAILED,EXPERIAN,PROVIDER ERROR,XSB-24125,Very High Risk
EV-84097,AP-10956,REV-02,11/28/2025 18:08,37.7,429,Not_Applicable,SUCCESS,EXPERIAN,,KZI-84411,Very High Risk
EV-54085,AP-10957,REV-02,1/11/2026 10:51,14.67,344,Downgraded,PENDING,EQUIFAX,INVALID_REQUEST,XQH-38855,Very High Risk
EV-43640,AP-10958,REV-02,3/3/2025 6:48,34.11,595,Upgraded,SUCCESS,EXPERIAN,,WNM-99645,High Risk
EV-63025,AP-10959,MNT-01,1/20/2026 6:46,23.46,803,Not_Applicable,PENDING,EQUIFAX,INVALID_REQUEST,RDU-10259,Low Risk
EV-57354,AP-10960,MNT-01,8/25/2025 19:46,12.72,347,Not_Applicable,PENDING,EQUIFAX,PROVIDER ERROR,VIC-17532,Very High Risk
EV-78742,AP-10961,REV-02,1/17/2026 3:07,28.4,724,Upgraded,FAILED,TRANSUNION,RATE_LIMITED,IFK-78644,Moderate Risk
EV-17964,AP-10962,MNT-01,12/30/2025 10:46,14.44,617,Not_Applicable,PENDING,TRANSUNION,RATE_LIMITED,PMO-28566,High Risk
EV-00003,AP-10963,MNT-01,4/21/2025 10:12,23.13,830,Upgraded,FAILED,EXPERIAN,INVALID_REQUEST,LFM-37645,Low Risk
EV-74672,AP-10964,MNT-01,9/1/2025 4:33,49.39,425,Downgraded,PENDING,EQUIFAX,INVALID_REQUEST,FYV-85823,Very High Risk
EV-29612,AP-10965,REV-02,5/3/2025 5:01,30.47,472,Downgraded,SUCCESS,EQUIFAX,,XSW-69058,Very High Risk
EV-06789,AP-10966,MNT-01,2/5/2026 9:03,12.76,519,No_Change,FAILED,TRANSUNION,RATE_LIMITED,CEK-21684,Very High Risk
EV-28070,AP-10967,MNT-01,8/14/2025 15:31,10.42,569,Upgraded,SUCCESS,EXPERIAN,,DUM-59165,Very High Risk
EV-10786,AP-10968,MNT-01,6/21/2026 3:53,34.58,540,No_Change,PENDING,TRANSUNION,PROVIDER ERROR,UNW-96256,Very High Risk
EV-53985,AP-10969,MNT-01,2/25/2026 13:45,15.05,640,Downgraded,SUCCESS,EXPERIAN,,TEY-06499,High Risk
EV-90286,AP-10970,REV-02,4/17/2025 22:17,26.04,496,Not_Applicable,FAILED,TRANSUNION,PROVIDER ERROR,IAN-80552,Very High Risk
EV-91759,AP-10971,REV-02,1/13/2025 18:54,31.66,495,Upgraded,FAILED,EXPERIAN,PROVIDER ERROR,XZG-96881,Very High Risk
EV-57285,AP-10972,REV-02,11/22/2025 1:19,22.26,326,Upgraded,SUCCESS,EXPERIAN,,ZSO-13757,Very High Risk
EV-72673,AP-10973,MNT-01,6/21/2026 2:57,20.92,475,Downgraded,SUCCESS,TRANSUNION,,ZXK-73951,Very High Risk
EV-97759,AP-10974,MNT-01,4/15/2025 20:13,39.83,498,No_Change,SUCCESS,TRANSUNION,,COW-05520,Very High Risk
EV-91962,AP-10975,REV-02,4/21/2026 6:52,38.76,539,Not_Applicable,SUCCESS,TRANSUNION,,HHJ-35151,Very High Risk
EV-84146,AP-10976,MNT-01,9/20/2025 17:00,31.1,757,Upgraded,SUCCESS,EXPERIAN,,PMG-65460,Low Risk
EV-24385,AP-10977,MNT-01,7/18/2026 11:32,0.94,325,Downgraded,SUCCESS,TRANSUNION,,KIV-16004,Very High Risk
EV-54736,AP-10978,MNT-01,6/24/2026 15:46,42.56,483,No_Change,PENDING,TRANSUNION,PROVIDER ERROR,RZQ-41075,Very High Risk
EV-73436,AP-10979,REV-02,6/13/2025 10:52,7.8,656,Upgraded,PENDING,EXPERIAN,,OIW-80753,High Risk
EV-08252,AP-10980,REV-02,8/29/2026 20:59,0.97,583,Not_Applicable,PENDING,TRANSUNION,INVALID_REQUEST,MJC-95603,High Risk
EV-70343,AP-10981,REV-02,12/11/2025 0:53,12.7,630,No_Change,SUCCESS,EQUIFAX,,GIY-25721,High Risk
EV-29652,AP-10982,REV-02,8/18/2026 1:30,36.21,759,Upgraded,PENDING,EXPERIAN,TIMEOUT,TPY-25656,Low Risk
EV-77052,AP-10983,MNT-01,4/15/2026 5:20,19.59,662,Upgraded,FAILED,EQUIFAX,PROVIDER ERROR,LMU-02036,High Risk
EV-34826,AP-10984,MNT-01,7/6/2026 23:13,45.47,651,Upgraded,PENDING,EXPERIAN,RATE_LIMITED,PSD-75647,High Risk
EV-90094,AP-10985,MNT-01,5/5/2026 2:02,17.41,828,Not_Applicable,PENDING,TRANSUNION,RATE_LIMITED,BKF-79984,Low Risk
EV-53904,AP-10986,REV-02,11/23/2025 18:38,19.44,362,Not_Applicable,SUCCESS,EXPERIAN,,WFQ-26353,Very High Risk
EV-94919,AP-10987,REV-02,5/30/2026 14:17,1.09,810,Upgraded,SUCCESS,EQUIFAX,,ZPT-62845,Low Risk
EV-49318,AP-10988,MNT-01,10/23/2025 21:03,8.85,542,Downgraded,PENDING,EQUIFAX,INVALID_REQUEST,XYC-42633,Very High Risk
EV-44978,AP-10989,REV-02,9/6/2026 11:28,46.78,349,No_Change,SUCCESS,EQUIFAX,,LOR-96089,Very High Risk
EV-63045,AP-10990,MNT-01,3/24/2026 1:19,22.92,639,Downgraded,FAILED,EXPERIAN,,HTZ-27942,High Risk
EV-08958,AP-10991,REV-02,7/21/2026 16:37,12.09,773,Not_Applicable,SUCCESS,EQUIFAX,,EWB-96949,Low Risk
EV-97106,AP-10992,REV-02,2/8/2025 7:54,47.12,568,Not_Applicable,PENDING,EXPERIAN,RATE_LIMITED,XSO-78811,Very High Risk
EV-29354,AP-10993,MNT-01,5/16/2026 1:25,2.21,383,No_Change,PENDING,EXPERIAN,TIMEOUT,USP-95126,Very High Risk
EV-60830,AP-10994,MNT-01,4/1/2025 20:46,22.32,849,Not_Applicable,FAILED,EXPERIAN,INVALID_REQUEST,KRD-16529,Low Risk
EV-41295,AP-10995,REV-02,4/6/2026 12:11,35.29,458,Upgraded,SUCCESS,EQUIFAX,,OYZ-17132,Very High Risk
EV-35180,AP-10996,REV-02,4/24/2026 18:39,8.11,324,Downgraded,PENDING,EQUIFAX,PROVIDER ERROR,MPG-61433,Very High Risk
EV-13554,AP-10997,MNT-01,8/16/2026 7:40,36.02,318,Not_Applicable,PENDING,EXPERIAN,RATE_LIMITED,LMW-31911,Very High Risk
EV-95425,AP-10998,REV-02,10/16/2025 10:06,6.53,824,No_Change,SUCCESS,EQUIFAX,,KJO-89373,Low Risk
EV-05548,AP-10999,MNT-01,7/15/2025 3:29,0.86,620,No_Change,SUCCESS,EQUIFAX,,YGR-94756,High Risk
EV-42254,AP-11000,REV-02,3/30/2026 12:51,14.76,549,Not_Applicable,FAILED,EXPERIAN,PROVIDER ERROR,QDR-87886,Very High Risk
